,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
224,2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2017-05-02,0.88600636,0.8861116,0.889008,0.8904924,0.81888694,0.8185708,0.8649153,0.8429919,0.87850887,0.8876186,0.88599604,0.8889577,0.876737,0.77202755,0.7773977,0.8461029,0.8830522,0.8804638,0.86807257,0.8795473,0.8852582,0.8501099,0.7826044,0.7699062,0.8185821,0.8527121,0.8762057,0.8814399,0.8840199,0.88202614,0.7934471,0.7510565,0.80597734,0.8475231,0.8521358,0.88162565,0.8866029,0.8921752,0.8656184,0.77627265,0.75852543,0.83992565,0.8659398,0.8390616,0.89406985,0.88693637,0.89063966,0.81949884,0.751841,0.7674733,0.84598327,0.87024915,0.8578133,0.88757646,0.8822562,0.88947576,0.85349184,0.77676845,0.8233438,0.8531166,0.8522752,0.87287205,0.887644,0.8816584,0.8884895,0.79973435,0.8283657,0.8254071,0.8446545,0.8227485,0.86885905,0.8908921
227,2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2017-05-16,0.86367935,0.8603304,0.8585975,0.8736529,0.8367725,0.8412178,0.8697935,0.8575639,0.8718205,0.86524665,0.85849994,0.86330783,0.8734575,0.7850419,0.81681013,0.86685354,0.8820785,0.8863851,0.86491615,0.8613387,0.8696044,0.85317147,0.8052853,0.8225666,0.8612393,0.8813197,0.8801011,0.88995045,0.8733353,0.86781687,0.8227116,0.8002928,0.8366237,0.87605786,0.88728,0.88768864,0.8861889,0.87754345,0.8555638,0.81083465,0.797409,0.86035055,0.8779078,0.8812129,0.8982583,0.8806744,0.883135,0.8240007,0.8008688,0.8042818,0.8652085,0.8825343,0.8825422,0.890445,0.87603486,0.88505304,0.86238885,0.8185006,0.8437623,0.8709518,0.87046933,0.8661649,0.87481713,0.87190235,0.8735201,0.8205771,0.8408839,0.85706395,0.8690658,0.8473016,0.8701742,0.88312256
229,2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33267128,,,,,,,,
231,2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2017-06-13,0.8960252,0.8921054,0.88866305,0.89085215,0.860726,0.84955245,0.89491147,0.8654978,0.9054348,0.89172614,0.88719374,0.8879344,0.8795888,0.8162954,0.821961,0.87608,0.9008664,0.9031442,0.8844514,0.8800833,0.8878675,0.8538803,0.82509124,0.83788455,0.8826807,0.9010468,0.9066819,0.8941413,0.88824755,0.882497,0.8205922,0.82016283,0.85881454,0.8968841,0.90407956,0.9134747,0.8949706,0.8926262,0.8828419,0.7940187,0.81807756,0.8811069,0.9071913,0.903813,0.9174679,0.8949561,0.8974455,0.8321388,0.7754129,0.8269754,0.8831995,0.90376925,0.9104467,0.9112876,0.89329654,0.90305704,0.8647509,0.8102926,0.84715873,0.8703374,0.8888309,0.8884506,0.89998186,0.8789778,0.8983497,0.8176515,0.85529906,0.84837353,0.85843843,0.8556322,0.87934566,0.90603787
233,2017-06-20,0.8960252,0.8921054,0.88866305,0.89085215,0.860726,0.84955245,0.89491147,0.8654978,0.9054348,0.89172614,0.88719374,0.8879344,0.8795888,0.8162954,0.821961,0.87608,0.9008664,0.9031442,0.8844514,0.8800833,0.8878675,0.8538803,0.82509124,0.83788455,0.8826807,0.9010468,0.9066819,0.8941413,0.88824755,0.882497,0.8205922,0.82016283,0.85881454,0.8968841,0.90407956,0.9134747,0.8949706,0.8926262,0.8828419,0.7940187,0.81807756,0.8811069,0.9071913,0.903813,0.9174679,0.8949561,0.8974455,0.8321388,0.7754129,0.8269754,0.8831995,0.90376925,0.9104467,0.9112876,0.89329654,0.90305704,0.8647509,0.8102926,0.84715873,0.8703374,0.8888309,0.8884506,0.89998186,0.8789778,0.8983497,0.8176515,0.85529906,0.84837353,0.85843843,0.8556322,0.87934566,0.90603787
234,2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2017-07-04,0.9089499,0.9051807,0.901173,0.8963829,0.8617166,0.86132103,0.8983863,0.8831642,0.9067678,0.90009177,0.8966617,0.89716154,0.88989097,0.8073406,0.83593595,0.8879111,0.91266376,0.918377,0.89150053,0.89104587,0.8951435,0.8736456,0.8254597,0.8503812,0.88750213,0.915155,0.917877,0.90215945,0.90180963,0.89018774,0.8406496,0.82339644,0.871059,0.90988344,0.92234606,0.9186084,0.90509456,0.90428215,0.87191427,0.8194271,0.8248229,0.88983256,0.9110103,0.9257436,0.9248195,0.90502256,0.9082378,0.8156745,0.79649895,0.8403027,0.8881906,0.91503364,0.92036694,0.9199242,0.906847,0.9088905,0.87089866,0.8182748,0.8558993,0.8811951,0.8916377,0.8999464,0.9147481,0.90894055,0.90869963,0.8391753,0.8584066,0.85204655,0.88055044,0.859523,0.9023675,0.9136496
236,2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2017-07-18,0.87518734,0.87152565,0.8807918,0.8702225,0.8380807,0.84289426,0.8589298,0.8525273,0.8736569,0.8601424,0.852267,0.88187814,0.8693788,0.8064424,0.836562,0.87683743,0.89723605,0.8926738,0.853388,0.8440326,0.87646776,0.8721517,0.83597594,0.8658743,0.88490313,0.8972649,0.89238447,0.8686778,0.86644775,0.8715847,0.8102003,0.82796836,0.8491145,0.8917194,0.88267595,0.8868924,0.8736214,0.8662452,0.83953106,0.781596,0.80129755,0.85050994,0.8643176,0.8701677,0.8912284,0.86353046,0.87406826,0.7700801,0.73711795,0.8145637,0.8384011,0.85069406,0.86400884,0.8831001,0.8672954,0.87844366,0.85180265,0.7827827,0.81771076,0.82311416,0.8365995,0.8499625,0.876789,0.86970615,0.87809676,0.82035536,0.7964357,0.8072681,0.8250706,0.8101733,0.8358536,0.8840148
238,2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2017-08-01,0.8259863,0.83671325,0.8596312,0.8692912,0.8375052,0.83025855,0.8729796,0.8419741,0.8809136,0.8012934,0.83260244,0.8514747,0.85614014,0.79258317,0.8020588,0.8483839,0.88160515,0.8861743,0.829949,0.8440135,0.8503455,0.8287646,0.79875517,0.82219553,0.8600213,0.8827757,0.8836618,0.8524224,0.8562086,0.8487514,0.8072164,0.79378206,0.84124285,0.87109166,0.88127166,0.88680655,0.8600256,0.8531067,0.83357793,0.77581465,0.78398615,0.84266984,0.87074584,0.8803523,0.8922496,0.8676059,0.86462903,0.78682643,0.74868464,0.7926008,0.83852315,0.8754184,0.88049054,0.8838549,0.86437374,0.86814576,0.81849915,0.7680514,0.7954815,0.8293473,0.8420051,0.86576086,0.8735584,0.86834455,0.86884326,0.78761137,0.82722104,0.80901796,0.8283067,0.81560796,0.8730318,0.877706
240,2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2017-08-22,0.87642837,0.86850524,0.86531353,0.8682901,0.8428053,0.8271276,0.8806373,0.833691,0.8900069,0.8615957,0.8513829,0.8504515,0.85586303,0.79440105,0.79636186,0.8533284,0.8960241,0.8977633,0.8495821,0.8452205,0.85329205,0.8321122,0.80543125,0.83499646,0.87072617,0.89490247,0.8949,0.85988444,0.86198604,0.8543209,0.80349565,0.79778075,0.8531085,0.88143486,0.89385957,0.8989108,0.86960006,0.859185,0.84011704,0.7697165,0.788289,0.84810084,0.8846875,0.8945619,0.9044238,0.8797782,0.8788442,0.7873683,0.74298203,0.79453224,0.8507952,0.885655,0.89302534,0.8951327,0.87687194,0.8810504,0.8259375,0.75942963,0.7900592,0.82390606,0.8539607,0.8773753,0.8823122,0.88046074,0.87862325,0.79127455,0.8275581,0.8059642,0.8279526,0.8394076,0.8837545,0.8897192
243,2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2017-09-05,0.20866692,0.26473063,0.3919843,0.25024107,,,,,,0.26981837,0.2927736,0.32987145,0.29053304,0.17041227,,,,0.13014182,0.27119985,0.30757353,0.31895187,0.30296463,0.25629735,0.16727386,,0.1408747,0.15599635,0.23701426,0.24491659,0.2747305,0.3110073,0.41986617,0.22895451,,0.1465834,0.19913238,0.23707262,0.18483458,0.20408839,0.25248057,0.46001476,0.27521643,,0.15877216,0.20570531,0.33514622,0.24120069,,0.1635998,0.22434482,0.20281318,0.17820062,0.17400628,0.18762535,0.24505341,0.13509756,0.11700027,,,0.17576994,0.1975076,0.18133403,0.1599526,0.152238,0.13671426,,,,,0.16847718,0.20391537,0.20231621
245,2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2017-09-19,0.65013015,0.6465386,0.6627571,0.7768491,0.87273055,0.7497048,0.5598189,0.40445405,0.34368458,0.665612,0.66690964,0.71303797,0.79651934,0.71344954,0.43949574,0.33743462,0.319657,0.276445,0.6305623,0.57203656,0.66403466,0.8413247,0.6866178,0.30199358,0.19726361,0.18697466,0.17498723,0.5818003,0.52444667,0.6716668,0.7303303,0.59548503,0.2916962,0.16996486,0.16237378,0.1521373,0.44073394,0.48640642,0.6251416,0.5968412,0.551074,0.32633176,0.22085997,0.19269438,0.17758133,0.45749697,0.40162665,0.52300745,0.49304664,0.45147672,0.35364893,0.2991824,0.2458797,0.18614219,0.45093253,0.44262034,0.5256588,0.47798532,0.4176581,0.35952914,0.31447345,0.2887405,0.17088707,0.40841043,0.5031495,0.49965805,0.3878116,0.29888347,0.2740874,0.23897456,0.2208882,0.15319838
247,2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009201871,0.0065969555,0.0055123013,,,,,,,0.011056953
249,2017-10-10,,,,,,,,,0.002414181,,,,,,,,,0.0050991056,,,,,,,,0.0029105141,0.0060215034,,,,,,,,,0.005701476,,,,,,,,,0.005296556,,,,,,,,0.009658661,0.010922329,,0.0012108339,0.0075472146,,,,,,0.009201871,0.0065969555,0.0055123013,0.010542407,,,,0.0086024385,0.01047539,0.011056953
250,2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2017-10-24,,,,0.8161717,,,,,,0.8049921,,0.8086895,0.80357647,,,,,,0.786165,,,0.796477,,,,,,0.8105277,,0.81222004,0.7783913,,,,,,,,,,,,,,,0.8466079,,0.74004763,,,,,,,0.8321553,0.8169066,,,,,,,,,0.83765584,,,,,,,
252,2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2017-11-07,0.6683574,0.68042177,0.6989524,0.67902446,0.69268554,0.719455,0.7068257,0.62836605,0.6812086,0.669832,0.68351364,0.67763,0.68945783,0.71774745,,,0.68226457,0.67465293,0.6490191,0.64841956,0.65173566,0.687449,0.7252888,,,,0.6594115,0.6813543,0.7109916,0.70499575,0.68487585,0.7381191,,,,0.68021864,0.7098691,0.7295613,0.6958299,0.7126995,0.73707294,,,0.66411996,0.6713157,0.72022045,0.71734583,0.66353506,,,,0.6534785,0.6375216,0.6547953,0.7155189,0.68436295,0.662502,,,,0.59766376,0.6000282,0.6322377,0.72103846,0.71145993,0.6902892,0.6701727,,0.60728365,0.5215414,0.5378939,0.5977604
254,2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2017-11-21,0.6635992,0.7456376,0.7458289,0.7133691,0.6658344,0.6834422,0.6889286,0.6368859,0.63012755,0.7057612,0.69652665,0.6964618,0.6791414,0.65999997,0.6719412,0.6605157,0.6468294,0.651486,0.69507563,0.6860224,0.65416783,0.6820799,0.6328728,0.6419372,0.6223652,0.54590356,0.5440067,0.7463796,0.7263854,0.73408794,0.62811595,0.6085181,0.60612905,0.6059739,0.5597877,0.55025524,0.729185,0.6916487,0.6697626,0.6132468,0.5839519,0.5944026,0.5931043,0.5128234,0.59231514,,0.7936199,0.6218536,0.60275286,0.6952402,,0.5922142,0.49058476,0.5852379,,0.7915682,0.6758004,0.6270377,,0.6576087,0.5384847,0.52354145,0.5643235,,,0.67276305,0.59295666,0.6441243,0.5832306,0.52752507,0.5494788,0.61117035
256,2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2017-12-12,0.14205287,0.14686942,0.16320105,0.15786487,0.11153634,0.08193056,0.06167995,0.07300589,0.08380209,0.13204552,0.14781249,0.18857102,0.15852837,0.12364796,0.08732501,0.06051072,0.042630535,0.054178387,0.15350692,0.17728135,0.20378564,0.1238155,0.118889816,0.10787465,0.07690474,0.052914474,0.0507515,0.1335602,0.16921349,0.22007206,0.10604962,0.06250518,0.07458557,0.0691869,0.055239286,0.05646503,0.11507753,0.13965952,0.19964272,0.13316771,0.077369384,0.049427968,0.039806835,0.044566195,0.04973165,0.16265425,0.14652131,0.1780305,0.12449716,0.09271058,0.048008315,0.02348283,0.03540539,0.043068282,0.13021316,0.13913456,0.08937097,0.05814726,0.04305434,0.03764405,0.0165457,0.020792685,0.017922973,0.06911626,0.10289274,0.054115906,0.032033928,0.030737609,0.024643475,0.022475425,0.035822332,0.025950193
259,2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2017-12-26,0.0004254284,,0.001784614,0.0041242405,,0.0006429012,0.00011337471,,,0.0061382432,0.005848248,0.006441333,0.0042963987,0.0023848973,0.003096045,0.0005486234,,,0.0051445607,0.0070164395,0.0062273294,0.0051237824,0.0033941066,0.0019534985,,,,0.010215523,0.008687281,0.0064546126,0.007865566,0.0029618607,0.0017087265,0.0020116677,,,0.01442797,0.009080648,0.0087232115,0.010277492,0.0069526425,0.0026167275,0.0017983168,0.0014493491,,0.026833015,0.015351527,0.010957865,0.009398091,0.0057088393,0.0027994642,0.0003143691,,0.00022542251,0.031436432,0.022015205,0.017377691,0.007032939,0.0061055133,0.003541264,0.00028352017,,,0.04054034,0.028814044,0.021725059,0.012842508,0.009227839,0.00513637,0.0040118136,0.0022783584,1.47135515e-05
261,2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036139454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028144948,0.0036572923,0.0009649123
263,2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2018-01-23,0.65519524,0.7040317,,0.64716375,0.64178866,0.623854,0.636439,0.59703773,,0.65220565,0.65820736,0.6585179,0.6868928,0.6239441,0.6210489,0.63153404,0.63888294,,0.6807281,0.68668526,,0.6744076,0.5860201,0.5822498,0.5879141,,,0.73656243,,,0.6116169,0.5679396,0.586288,0.6062364,,,,0.72653574,0.66726756,0.59504473,0.61138266,0.6040733,,,,0.79179585,0.76199836,0.5773745,0.5599525,0.599756,,,,,0.76927686,0.7481826,0.6942025,0.5573649,0.5732926,,,,,0.76752126,0.7926462,0.6319733,0.55335414,,,,,
265,2018-01-30,0.65519524,0.7040317,,0.64716375,0.64178866,0.623854,0.636439,0.59703773,,0.65220565,0.65820736,0.6585179,,0.6239441,0.6210489,0.63153404,0.63888294,,0.6807281,0.68668526,,0.6744076,0.5860201,0.5822498,0.5879141,,,0.73656243,,,0.6116169,0.5679396,0.586288,0.6062364,,,,,0.66726756,0.59504473,0.61138266,0.6040733,,,,,,0.5773745,0.5599525,0.599756,,,,,0.76927686,0.7481826,0.6942025,0.5573649,0.5732926,,,,,0.76752126,0.7926462,0.6319733,0.55335414,,,,,
266,2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2018-02-13,0.38323206,0.47172233,0.45921645,0.39189395,0.32556415,0.33857942,0.35511744,0.3325466,0.4303618,0.39584583,0.47015443,0.45084125,0.41611382,0.32179433,0.34826568,0.38160068,0.40023854,0.48786384,0.4365187,0.44445723,0.4221778,0.40180144,0.36028898,0.37091765,0.41965228,0.4453708,0.38963008,0.4486628,0.45764345,0.43374205,0.43460584,0.41797253,0.45872748,0.4518658,0.3699979,0.32677418,0.4716577,0.47028974,0.4581208,0.47338068,0.43880948,0.40812352,0.38465664,0.35224646,0.33918598,0.5813961,0.49040687,0.4927339,0.47646645,0.43388203,0.31836584,0.309666,0.32447895,0.29838082,0.5739714,0.50072813,0.66386914,0.4353697,0.3334203,0.24641629,0.26370677,0.28589734,0.29334155,0.714945,0.7093238,0.6080034,0.42375562,0.22884743,0.2331645,0.29458278,0.33081618,0.36279702
268,2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2018-03-13,0.004667724,0.004350335,0.0058074594,0.0060527194,0.0065045427,0.007121857,0.0051006004,0.0067216028,0.0042040492,0.005153718,0.0056227935,0.0077589476,0.00984022,0.008107963,0.008325632,0.0053210026,0.005330508,0.005337939,0.0058632516,0.008924124,0.009982715,0.010159716,0.008194176,0.0053724786,0.0025265971,0.0037969195,0.0058722277,0.0057149804,0.0098746605,0.012035868,0.009987038,0.0092539545,0.00888298,0.009250303,0.007212141,0.0065140105,0.0074380506,0.010059354,0.011152085,0.013158679,0.012809558,0.012104685,0.014556478,0.011478399,0.008502895,0.012120924,0.013442465,0.014726815,0.01492062,0.016875302,0.016481258,0.01840559,0.0154629415,0.011665998,0.017318169,0.01524455,0.015950792,0.01573917,0.01962307,0.020394867,0.02167387,0.02065847,0.0146542555,0.02180388,0.017518414,0.018591112,0.020290188,0.021593885,0.021333707,0.024574522,0.024634171,0.01788059
272,2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2018-04-03,0.58999354,0.60399055,0.58856624,0.58754265,0.5664998,0.58080363,0.58246094,0.5712439,0.5632154,0.61490816,0.6097824,0.5903702,0.58288795,0.5834633,0.59602594,0.593403,0.59057796,0.5669934,0.6035936,0.60767853,0.59981734,0.5897223,0.575717,0.5776787,0.55753547,0.55978256,0.55926436,0.6065435,0.6168715,0.6240747,0.49718362,0.51024264,0.4951255,0.5308391,0.54049146,0.5582423,0.59558874,0.57460153,0.5276958,0.43989402,0.45501179,0.45014256,0.4573536,0.48775938,0.5470936,0.6410467,0.59294075,0.407563,0.39765498,0.4154807,0.392799,0.40578052,0.4487618,0.5446343,0.62677413,0.5691713,0.50655365,0.4385334,0.447006,0.43800157,0.42225066,0.44078434,0.53992736,0.61153054,0.6148084,0.52683073,0.4782835,0.5156849,0.49711025,0.45763597,0.41689643,0.5311343
275,2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7727885,,,,,,,,
277,2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2018-05-15,0.01917544,0.023573838,0.040197883,0.05369954,0.06107948,0.078720175,0.107446976,0.20087697,0.31817493,0.025869157,0.028981006,0.043074917,0.044108767,0.058648482,0.0850288,0.18019445,0.3407008,0.5131287,0.025597658,0.030041503,0.03151776,0.03039715,0.04017831,0.07406566,0.20124076,0.3174604,0.4366458,0.026257785,0.030147487,0.027766848,0.028593048,0.036026902,0.058988962,0.09764728,0.15040609,0.26212236,0.020866316,0.027318886,0.029735591,0.032306653,0.046403036,0.06935036,0.081418045,0.09102413,0.16391164,0.0123396795,0.012835717,0.028143534,0.045983016,0.06821994,0.08938044,0.09128192,0.09223509,0.1533235,0.016118165,0.016808866,0.024597535,0.05403449,0.07957629,0.09381459,0.12303421,0.16163895,0.23282063,0.017006377,0.018326035,0.028831039,0.034457613,0.090683594,0.12616919,0.18809424,0.19781108,0.29295412
281,2018-05-22,0.01917544,0.023573838,0.040197883,0.05369954,0.06107948,0.078720175,0.107446976,0.20087697,0.31817493,0.025869157,0.028981006,0.043074917,0.044108767,0.058648482,0.0850288,0.18019445,0.3407008,0.5131287,0.025597658,0.030041503,0.03151776,0.03039715,0.04017831,0.07406566,0.20124076,0.3174604,0.4366458,0.026257785,0.030147487,0.027766848,0.028593048,0.036026902,0.058988962,0.09764728,0.15040609,0.26212236,0.020866316,0.027318886,0.029735591,0.032306653,0.046403036,0.06935036,0.081418045,0.09102413,0.16391164,0.0123396795,0.012835717,0.028143534,0.045983016,0.06821994,0.08938044,0.09128192,0.09223509,0.1533235,0.016118165,0.016808866,0.024597535,0.05403449,0.07957629,0.09381459,0.12303421,0.16163895,0.23282063,0.017006377,0.018326035,0.028831039,0.034457613,0.090683594,0.12616919,0.18809424,0.19781108,0.29295412
282,2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2018-06-05,0.5826371,0.33332625,0.21311237,0.18897483,0.22710246,0.3128887,0.2717951,0.40174854,0.2818837,0.6944142,0.4483242,0.28076273,0.25166032,0.23048703,0.2137586,0.19791812,0.3411869,0.20759875,,0.64055187,0.43114078,0.34206602,0.2945626,0.26456702,0.28288928,0.27847356,0.18540543,0.69626933,0.6398224,0.47054115,0.42283562,0.34458524,0.2444277,0.14531134,0.13956107,0.13622923,0.60216415,0.62261325,0.5723532,0.43558872,0.29036236,0.13724959,0.074773915,0.093864985,0.1099521,0.5432989,0.6826057,,0.41224822,0.21739593,0.10521972,0.084410414,0.08683975,0.091682136,0.72324204,,,0.35273755,0.14187382,0.0878642,0.081110284,0.074922405,0.07437498,,,,0.47661546,0.08530818,0.07424056,0.073581204,0.057040032,0.05696171
284,2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2018-06-19,0.55875313,0.48262748,0.45668185,0.39746264,0.330978,0.30258527,0.30102625,0.32098874,0.37971428,0.5447778,0.44296062,0.43864343,0.44182572,0.34640166,0.28999534,0.2881218,0.33011636,0.38777414,0.34810448,0.29181212,0.34530255,0.37956592,0.37852144,0.28521967,0.28151596,0.3220441,0.3412877,0.25532702,0.24691321,0.2898883,0.26818398,0.31966746,0.2856641,0.26128432,0.29822952,0.2888041,0.27851573,0.25007075,0.23455505,0.22025146,0.25484857,0.28535038,0.26538748,0.2687071,0.25891933,0.43716124,0.3230342,0.20992091,0.25413793,0.25548595,0.26302043,0.2901879,0.30799827,0.28133008,0.52977306,0.40201312,0.33580714,0.2906341,0.27792084,0.27679995,0.32270795,0.38367066,0.3255885,0.49917334,0.4239367,0.38740215,0.29352978,0.23042712,0.21370812,0.26537898,0.2992639,0.32765114
286,2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2018-07-03,0.5408693,0.6378645,0.66727304,0.73177654,,0.5275652,0.25621355,0.20877282,0.37540096,0.65866506,0.63699037,0.7104067,0.8148966,,0.44817844,0.23713112,0.24283737,0.39300764,0.37660486,0.44042486,0.6662722,0.75685036,0.79705817,0.5405139,0.23892528,0.24902853,0.38378438,0.29856977,0.37140298,0.6082461,0.7455917,0.6590876,0.36364976,0.17743562,0.18285455,0.4036422,0.22891982,0.3381833,0.6514463,0.5340493,0.41151115,0.2149606,0.13545947,0.15227792,0.3268868,0.24173044,0.22466399,0.26074204,0.3212009,0.30617505,0.13411008,0.10193642,0.16015214,0.34174594,0.3094298,0.22466151,0.14360063,0.20868604,0.23396192,0.16833766,0.12204344,0.19182664,0.22322275,0.32149288,0.2042041,0.14009999,0.15627119,0.19734724,0.14065604,0.16044919,0.19270587,0.11643778
288,2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
