,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
490,2022-05-24,0.79963106,0.8043266,0.8030425,0.80418926,0.79009604,0.7772218,0.7792609,0.76854706,0.77063507,0.7663117,0.79139376,0.7818598,0.77956617,0.7828952,0.7310034,0.73701245,0.749966,0.79003906,0.7788118,0.7907181,0.7983995,0.736156,0.74592274,0.742561,0.7567561,0.76540375,0.7874531,0.79614955,0.753344,0.75824213,0.76253873,0.75696445,0.7583257,0.76077163,0.76146996,0.76337934,0.7526098,0.7661748,0.77613264,0.75400937,0.7474824,0.7382988
491,2022-05-31,0.895638,0.8929792,0.8915638,0.89719874,0.89905447,0.89967996,0.8991627,0.8590453,0.8546273,0.8434155,0.8831485,0.89426047,0.8960905,0.8980283,0.7982625,0.80336124,0.8218668,0.8668883,0.8867509,0.89787775,0.8969485,0.78472584,0.80640477,0.802619,0.8229764,0.84780127,0.88289046,0.87824726,0.79913,0.8115607,0.82036316,0.81363446,0.8102838,0.8286805,0.8259855,0.80907637,0.80047816,0.8213228,0.83577096,0.8143893,0.80104923,0.79035074
492,2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,2022-06-14,0.8675119,0.8676251,0.8629533,0.86701286,0.86077774,0.8632108,0.8586489,0.83844274,0.83334833,0.82489693,0.8569152,0.84997267,0.8553811,0.85740083,0.7856904,0.7864737,0.80318,0.84124666,0.8594236,0.8629625,0.8673442,0.77526003,0.78671634,0.7912581,0.8070627,0.8335386,0.855684,0.8544664,0.7841742,0.7911635,0.80226666,0.7921868,0.80572945,0.81482905,0.8093084,0.7950399,0.78862417,0.809798,0.8175994,0.7986355,0.78999346,0.7745309
494,2022-06-21,0.86495405,0.8591271,0.8585336,0.8636826,0.8622717,0.8622622,0.85618037,0.825995,0.8185984,0.80629903,0.8462007,0.8565902,0.8568135,0.8557416,0.77247417,0.77102464,0.7919975,0.83631223,0.852254,0.8596719,0.86175174,0.76567733,0.7788718,0.7812483,0.79479647,0.8195492,0.85332716,0.8453154,0.7856035,0.79270613,0.80486965,0.7946821,0.79232323,0.80406755,0.79278123,0.79477507,0.78459406,0.8022162,0.81105804,0.7900944,0.77436763,0.76175314
495,2022-06-28,0.85775185,0.852177,0.85360855,0.86084425,0.8565867,0.8556168,0.84901565,0.8204546,0.807549,0.7959509,0.84356034,0.8470332,0.84511584,0.8486836,0.75535315,0.7601081,0.778748,0.8212608,0.8483176,0.8513841,0.8569325,0.74360436,0.7590072,0.7677728,0.7817601,0.81498176,0.84302604,0.83931226,0.76033944,0.77188784,0.7933672,0.7804414,0.7891569,0.7918073,0.7880044,0.7718568,0.76142,0.7954655,0.8013125,0.7821362,0.7718498,0.75035775
496,2022-07-05,0.8807406,0.8778713,0.87439483,0.88412076,0.88064253,0.8745053,0.8753607,0.84116423,0.83474374,0.8385274,0.8660419,0.8744523,0.87191564,0.8778043,0.7824801,0.7874409,0.7998672,0.8515817,0.86400974,0.8759409,0.8805305,0.77160966,0.78597283,0.79127175,0.80679816,0.822388,0.8644381,0.8662389,0.7896696,0.79139036,0.80148596,0.80508906,0.8090429,0.81888753,0.81607926,0.8016937,0.786873,0.8096081,0.8298615,0.80050933,0.7917157,0.77415633
497,2022-07-12,0.8807406,0.8778713,0.87439483,0.88412076,0.88064253,0.8745053,0.8753607,0.84116423,0.83474374,0.8385274,0.8660419,0.8744523,0.87191564,0.8778043,0.7824801,0.7874409,0.7998672,0.8515817,0.86400974,0.8759409,0.8805305,0.77160966,0.78597283,0.79127175,0.80679816,0.822388,0.8644381,0.8662389,0.7896696,0.79139036,0.80148596,0.80508906,0.8090429,0.81888753,0.81607926,0.8016937,0.786873,0.8096081,0.8298615,0.80050933,0.7917157,0.77415633
498,2022-07-19,0.8873032,0.8852671,0.88150454,0.88867235,0.8939383,0.88832635,0.88553214,0.8482194,0.8288264,0.8277465,0.8642257,0.8822569,0.88667977,0.8866064,0.77233225,0.77799743,0.7957889,0.8456987,0.8767978,0.8855529,0.89151883,0.7566993,0.7769438,0.7878269,0.80935585,0.82217246,0.86676764,0.87115014,0.7783236,0.78227115,0.79067457,0.7864386,0.8031048,0.8162646,0.80686235,0.7890887,0.7828526,0.80286735,0.819277,0.80240756,0.7847791,0.76466674
499,2022-07-26,,,,,,,,,,,0.50265133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2022-08-02,0.7933396,0.8119659,0.856306,0.87408066,0.87117743,0.8596568,0.8562041,0.75754476,0.77422756,0.8105232,0.84665513,0.8585128,0.84112203,0.8581972,0.7553343,0.7567978,0.78306586,0.8201554,0.8542314,0.85632133,0.8660095,0.77217776,0.774436,0.76446676,0.7949831,0.82298124,0.8451249,0.84789777,0.7881141,0.7808828,0.7945315,0.80749565,0.8211293,0.7796294,0.81207424,0.7919986,0.77436334,0.8045002,0.82896036,0.8015619,0.7519949,0.788816
501,2022-08-09,0.80985117,0.70855045,,,,,,0.77240765,0.5763343,,,0.5273982,0.8082359,0.5151974,0.9217452,0.8412391,0.44683266,,0.54874516,0.6304008,0.5060471,0.8672015,0.5570525,0.46150258,,,,,0.90765584,0.4702908,0.5363754,,,,,0.8678279,0.57952505,0.54641,,,,
502,2022-08-16,0.88496774,0.8827165,0.87766486,0.886164,0.8889618,0.88317144,0.8747356,0.8508346,0.8393364,0.8248874,0.8674919,0.8771734,0.8763632,0.8782584,0.78910536,0.7920068,0.8021412,0.84166116,0.8772859,0.87974304,0.88664323,0.77024543,0.7894282,0.7960342,0.8071984,0.8427498,0.87723845,0.869569,0.79346037,0.79781663,0.8094985,0.8102719,0.8097616,0.8229068,0.8158764,0.8035881,0.7951491,0.8191217,0.8278424,0.8054704,0.79357517,0.7766946
503,2022-08-23,0.8803455,0.8795366,0.8745213,0.88116103,0.8804049,0.8707142,0.86282027,0.84888315,0.83719057,0.82811314,0.8647564,0.8703385,0.8661524,0.8687928,0.7942154,0.795778,0.8025642,0.8506901,0.8679244,0.87546617,0.8797344,0.7798242,0.7948693,0.80096984,0.8121398,0.83467907,0.86788386,0.87188953,0.80342937,0.80738324,0.8111557,0.8108846,0.8145516,0.8232059,0.8243928,0.81352067,0.7948538,0.8211298,0.8329483,0.8082702,0.8003643,0.7802625
504,2022-08-30,0.8785853,0.8732442,0.8659828,0.87447995,0.8799607,0.8698529,0.8556273,0.8499035,0.83697325,0.8261741,0.8575011,0.86716837,0.8633184,0.8637082,0.7944277,0.79430777,0.806557,0.84877634,0.8692093,0.8717619,0.87668806,0.7894487,0.79507846,0.80138785,0.82139754,0.8325719,0.8657739,0.8687067,0.80405486,0.8008185,0.81605166,0.8067689,0.8142378,0.82850635,0.819428,0.8124931,0.80575895,0.8208524,0.82961553,0.81655854,0.7988478,0.785312
505,2022-09-06,0.8785853,0.8732442,0.8659828,0.87447995,0.8799607,0.8698529,0.8556273,0.8499035,0.83697325,0.8261741,0.8575011,0.86716837,0.8633184,0.8637082,0.7944277,0.79430777,0.806557,0.84877634,0.8692093,0.8717619,0.87668806,0.7894487,0.79507846,0.80138785,0.82139754,0.8325719,0.8657739,0.8687067,0.80405486,0.8008185,0.81605166,0.8067689,0.8142378,0.82850635,0.819428,0.8124931,0.80575895,0.8208524,0.82961553,0.81655854,0.7988478,0.785312
506,2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,2022-09-20,0.95561624,0.8920066,0.7132931,,,,,0.8666807,0.66243726,0.39888063,,,,,0.649271,0.51440936,0.46485403,,,,,0.70073396,0.691633,0.60689694,0.40155154,,0.32270673,,0.5985705,0.64991003,0.6378951,0.5965118,0.5403941,0.50559664,0.35139364,0.6243568,0.71288925,0.6444278,0.7559079,,0.5556058,0.26857188
508,2022-09-27,0.768223,0.76254654,0.75214326,0.75315577,0.7337802,0.72904664,0.72573847,0.731886,0.7392675,0.73702675,0.7413034,0.7307413,0.7321469,0.73286176,0.6910017,0.6926699,0.6967293,0.731137,0.72821677,0.75119716,0.7563692,0.695644,0.6928796,0.6967438,0.7002687,0.7054191,0.74720937,0.7671299,0.72241277,0.7154367,0.70933163,0.7095622,0.7189421,0.7305495,0.7415674,0.71282905,0.6945818,0.6889634,0.7046652,0.6934548,0.6970378,0.6891332
509,2022-10-04,0.6464108,0.6326022,0.64433026,0.6420007,0.6002895,0.56277925,0.53070045,0.6214565,0.6161623,0.6049263,0.6067231,0.5915667,0.56072503,0.53224957,0.56607485,0.5745321,0.5792817,0.58647287,0.57920676,0.5537263,0.5392142,0.5331472,0.55106515,0.5456978,0.55258197,0.55991673,0.55080765,0.553646,0.48087484,0.48950446,0.49597538,0.52471143,0.5442663,0.54281753,0.5505997,0.5029216,0.49011096,0.49143788,0.5148747,0.530216,0.54708016,0.5530048
510,2022-10-11,0.8623055,0.85522395,0.8527629,0.8575195,0.855946,0.84228617,,0.84382325,0.8354444,0.8242475,0.8449591,0.84267235,0.8430999,,0.8254598,0.8269198,0.8217386,0.8403651,0.8492069,0.85704285,0.86641043,0.8174574,0.82636285,0.82260007,0.82437927,0.84314287,0.8719404,0.8699715,0.8361458,0.8329878,0.8408509,0.8376685,0.8357728,0.8388435,0.82385343,0.8369011,0.82273304,0.8313006,0.8348471,0.8326892,0.8184844,0.8022506
511,2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,2022-10-25,0.83964616,0.839735,0.82964563,0.83714753,0.8482061,0.83213073,0.8092343,0.8273396,0.8148527,0.80525255,0.8285834,0.81909364,0.81905013,0.8046503,0.8185848,0.8157344,0.80860305,0.8124903,0.8248867,0.8222323,0.85166264,0.795232,0.80547255,0.8161504,0.80323195,0.83113974,0.85030293,0.8529771,0.8028635,0.8114842,0.8167609,0.8139563,0.81635183,0.82186407,0.81334704,0.7981636,0.79309326,0.7941219,0.80309373,0.82713604,0.80706614,0.7816993
513,2022-11-01,,,,,,,,,,,,,,,,0.8157344,,,,,,,0.80547255,,,,,,,,,,,,0.81334704,0.7981636,0.79309326,0.7941219,0.80309373,0.82713604,0.80706614,0.7816993
514,2022-11-08,,,,,,,0.6543095,,,,,,,0.607681,,,,,,0.7019825,,,,,,,,,,,,,,,,,,,,,,
515,2022-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,2022-11-22,,,,,,,0.4567418,0.51877004,,,,,0.47942108,0.46934664,,,,,,,0.53121656,,,,,,,,,,,,,,,,,,,,,
517,2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
