,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,date
436,0.8493695,0.8528693,0.86134773,0.8597743,0.85682607,0.86054045,0.863807,0.8591817,0.8593155,0.8636565,0.86203885,0.8495814,0.85979134,0.8600198,0.8557564,0.8546638,0.8548061,0.84882915,0.8476624,0.85413444,0.8608906,0.8658855,0.83511245,0.83568925,0.85399306,0.85148376,0.85495335,0.85354,0.84615386,0.8336019,0.8394498,0.8644561,0.86989033,0.79200685,0.81744486,0.85672796,0.8531715,0.85680985,0.85973704,0.84347206,0.85660744,0.8751621,0.8753425,0.8753425,0.82979023,0.85710764,0.86059386,0.8564922,0.8657818,0.85608864,0.85733515,0.8707801,0.8753007,0.8753007,0.8718871,0.8494628,0.8655188,0.8655822,0.86088294,0.85868907,0.86286783,0.86713237,0.86788195,0.8677913,0.8677913,0.86455953,0.86022013,0.86271167,0.85756356,0.85331047,0.8635124,0.8684245,0.8709288,0.86933345,0.86933345,0.8653885,0.8620211,0.86792874,0.867459,0.8590817,0.8614056,0.86810887,0.87206495,0.8634604,0.8665071,0.8665071,0.85310584,0.8537657,0.85860544,0.8620012,0.8621397,0.86475986,0.86176896,0.86040056,0.85247093,0.85247093,0.85977346,0.86136866,0.8535434,0.86579055,0.87112314,0.8678349,0.8578554,0.84889746,0.85631853,0.85187334,0.85187334,0.85597485,0.85710716,0.85569334,0.8658343,0.8668262,0.86166525,0.85555845,0.8553672,0.8538513,0.8520992,0.8520992,0.84861946,0.85027343,0.8563273,2021-05-11
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-18
438,0.90617216,0.89996684,0.90520924,0.9097274,0.9116106,0.9155937,0.91423416,0.9097204,0.9113257,0.9122823,0.9117664,0.90552795,0.9098612,0.90858996,0.90753126,0.9109971,0.9118555,0.9014143,0.89716005,0.901318,0.91076046,0.91650295,0.8687086,0.89426994,0.90657747,0.9077243,0.9103183,0.9087828,0.9022378,0.88201845,0.8926132,0.90967715,0.91592675,0.81623906,0.8933696,0.91164064,0.90971756,0.91151226,0.9112233,0.89624333,0.91022456,0.92334163,0.9217423,0.9217423,0.8710711,0.90792036,0.9096665,0.9110281,0.9106773,0.9141525,0.91292465,0.91877544,0.9219795,0.9219795,0.92117965,0.8979321,0.9128648,0.9144981,0.9096344,0.91360945,0.9180331,0.91925365,0.92039603,0.92196363,0.92196363,0.92061937,0.9083759,0.90920657,0.9089061,0.90908027,0.9200959,0.91979617,0.9215723,0.9211011,0.9211011,0.9214641,0.9183487,0.911349,0.91462165,0.9144063,0.91678685,0.91871035,0.91878647,0.92004913,0.9182122,0.9182122,0.9178924,0.91944575,0.90973425,0.91301197,0.91818774,0.919753,0.9171064,0.91627145,0.9159965,0.9159965,0.9174722,0.91888607,0.9198632,0.9102663,0.9138769,0.91926175,0.9162247,0.913016,0.909292,0.9117284,0.9117284,0.9141569,0.9145976,0.91730607,0.895307,0.9105813,0.9175085,0.9153087,0.91121256,0.9094171,0.91008383,0.91008383,0.9117368,0.9089092,0.91441303,2021-05-25
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-01
440,0.9085847,0.91110176,0.9146571,0.9181476,0.9181967,0.9222598,0.92068994,0.91567796,0.91551894,0.9191464,0.9209374,0.9123237,0.91781276,0.91338706,0.91494983,0.9173874,0.91481405,0.90250885,0.89971256,0.90309316,0.91490984,0.9239928,0.88456464,0.89524937,0.9140789,0.9142927,0.9177168,0.91611284,0.8997519,0.8831112,0.8906693,0.9128067,0.92069507,0.8335806,0.88239074,0.9171116,0.9159537,0.91703266,0.91714585,0.8967174,0.9138857,0.9258455,0.92801124,0.92801124,0.8815457,0.9159223,0.92058104,0.917725,0.9120238,0.9178279,0.9164571,0.92345846,0.92772865,0.92772865,0.9276598,0.9093536,0.9221892,0.9215578,0.9155775,0.9202419,0.92515606,0.92379767,0.92534447,0.92746985,0.92746985,0.92709273,0.92097515,0.91937447,0.9162568,0.91443074,0.92452943,0.92465675,0.9262616,0.92691374,0.92691374,0.92674196,0.92638886,0.9205209,0.92107373,0.9195206,0.92283744,0.9260252,0.92706376,0.9271173,0.9244979,0.9244979,0.9269897,0.9255824,0.9188943,0.9221839,0.92482495,0.92801684,0.9227121,0.92387664,0.9237112,0.9237112,0.9249187,0.92728496,0.926237,0.92561156,0.9211486,0.92680943,0.9248463,0.91863066,0.91366285,0.9166823,0.9166823,0.92052585,0.92156196,0.9230175,0.9013112,0.92047286,0.9231026,0.9240642,0.91647565,0.91596264,0.9167939,0.9167939,0.9186511,0.916376,0.91813135,2021-06-08
441,0.9085847,0.91110176,0.9146571,0.9181476,0.9181967,0.9222598,0.92068994,0.91567796,0.91551894,0.9191464,0.9209374,0.9123237,0.91781276,0.91338706,0.91494983,0.9173874,0.91481405,0.90250885,0.89971256,0.90309316,0.91490984,0.9239928,0.88456464,0.89524937,0.9140789,0.9142927,0.9177168,0.91611284,0.8997519,0.8831112,0.8906693,0.9128067,0.92069507,0.8335806,0.88239074,0.9171116,0.9159537,0.91703266,0.91714585,0.8967174,0.9138857,0.9258455,0.92801124,0.92801124,0.8815457,0.9159223,0.92058104,0.917725,0.9120238,0.9178279,0.9164571,0.92345846,0.92772865,0.92772865,0.9276598,0.9093536,0.9221892,0.9215578,0.9155775,0.9202419,0.92515606,0.92379767,0.92534447,0.92746985,0.92746985,0.92709273,0.92097515,0.91937447,0.9162568,0.91443074,0.92452943,0.92465675,0.9262616,0.92691374,0.92691374,0.92674196,0.92638886,0.9205209,0.92107373,0.9195206,0.92283744,0.9260252,0.92706376,0.9271173,0.9244979,0.9244979,0.9269897,0.9255824,0.9188943,0.9221839,0.92482495,0.92801684,0.9227121,0.92387664,0.9237112,0.9237112,0.9249187,0.92728496,0.926237,0.92561156,0.9211486,0.92680943,0.9248463,0.91863066,0.91366285,0.9166823,0.9166823,0.92052585,0.92156196,0.9230175,0.9013112,0.92047286,0.9231026,0.9240642,0.91647565,0.91596264,0.9167939,0.9167939,0.9186511,0.916376,0.91813135,2021-06-15
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-22
443,0.87985265,0.87831646,0.88440937,0.8893733,0.88957584,0.8928819,0.89003336,0.8835277,0.88419104,0.8899502,0.8967633,0.87868303,0.89399755,0.88454986,0.888266,0.88862306,0.8863156,0.86977637,0.86315495,0.8727028,0.8863266,0.9030223,0.8510833,0.85329604,0.8858681,0.8876087,0.8891592,0.8871634,0.87047666,0.84917134,0.8562305,0.8882191,0.89213896,0.8173337,0.85014886,0.8901498,0.89072233,0.89188915,0.8905398,0.8592584,0.88170016,0.8984331,0.8918945,0.8918945,0.853371,0.88806087,0.893186,0.8914114,0.8807192,0.8894038,0.8819043,0.8949534,0.8985433,0.8985433,0.89561135,0.8822257,0.89514107,0.8961781,0.88847613,0.88861936,0.8982308,0.897255,0.8988844,0.90155613,0.90155613,0.8991811,0.89371586,0.8912587,0.89107317,0.88317984,0.89656633,0.89998674,0.90002304,0.9030759,0.9030759,0.9027722,0.8992857,0.89247143,0.8930402,0.89316136,0.89251465,0.89786977,0.8981568,0.899782,0.9013813,0.9013813,0.8972441,0.89275086,0.8889858,0.8953697,0.8981555,0.8982212,0.8904512,0.8912592,0.8901408,0.8901408,0.8953468,0.8958585,0.8946462,0.8919619,0.891861,0.8958441,0.89319766,0.8833004,0.8797751,0.8830051,0.8830051,0.8872631,0.88840604,0.89244264,0.8708815,0.88936776,0.8922912,0.885365,0.88019437,0.8791973,0.8815191,0.8815191,0.88556165,0.88322043,0.8845756,2021-06-29
444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-06
445,-0.01099388,-0.0112535795,-0.0111122625,-0.011255395,-0.010612905,-0.010276741,-0.010212529,-0.0112647535,-0.011618462,-0.009616357,-0.010240343,-0.011019658,-0.011826234,-0.011348571,-0.011132483,-0.011763113,-0.011678818,-0.010158291,-0.010779175,-0.0106597245,-0.010218074,-0.010817569,-0.011184221,-0.010420076,-0.010453202,-0.010958907,-0.010872444,-0.010985052,-0.01058166,-0.01061477,-0.010405201,-0.010187931,-0.010555697,-0.011021039,-0.010376959,-0.010680867,-0.011053145,-0.011471266,-0.011023873,-0.010202512,-0.010538061,-0.011188447,-0.011185206,-0.011185206,-0.011358242,-0.010637707,-0.011466133,-0.010827573,-0.010387457,-0.0102007175,-0.010481904,-0.010428817,-0.010422943,-0.010422943,-0.0109581705,-0.011336544,-0.010792314,-0.011290335,-0.010842057,-0.011381094,-0.010496416,-0.010898698,-0.011129261,-0.010787875,-0.010787875,-0.010238932,-0.010475134,-0.011067404,-0.010981139,-0.011094589,-0.011571,-0.011749098,-0.011163196,-0.010751228,-0.010751228,-0.011228639,-0.010823518,-0.010570243,-0.011212349,-0.0104356995,-0.011263685,-0.010219422,-0.010882024,-0.010661779,-0.010354255,-0.010354255,-0.010377496,-0.010694823,-0.010239033,-0.010361681,-0.011035304,-0.011544464,-0.010887831,-0.0103194425,-0.01062113,-0.01062113,-0.01107749,-0.011079023,-0.011162745,-0.01053505,-0.0107713435,-0.0107543245,-0.0108782,-0.010287624,-0.011064201,-0.010492064,-0.010492064,-0.01157757,-0.011009012,-0.011608139,-0.0113854185,-0.010273822,-0.010031091,-0.010323156,-0.011132313,-0.010949281,-0.01036659,-0.01036659,-0.01082526,-0.011050798,-0.011998019,2021-07-13
446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-20
447,0.86873317,0.86051476,0.86477387,0.86643994,0.8681184,0.87552094,0.87032574,0.86070645,0.8594351,0.86889625,0.8792605,0.8615355,0.867049,0.86732274,0.86814606,0.8704248,0.86341447,0.8494658,0.845694,0.8515595,0.8732334,0.88497484,0.8265827,0.85476196,0.86957836,0.8730141,0.8753833,0.87026787,0.8528367,0.8330412,0.84696114,0.8730877,0.88020426,0.7678872,0.8588169,0.87772,0.8768046,0.878899,0.87751496,0.85195965,0.86629105,0.88710004,0.8906933,0.8906933,0.83923525,0.87453496,0.87998533,0.8780725,0.8684469,0.8743663,0.87265736,0.8810237,0.8885562,0.8885562,0.89001536,0.865608,0.88263655,0.8814474,0.8704829,0.87770665,0.88544536,0.88141507,0.88353115,0.8886698,0.8886698,0.8891715,0.8798737,0.87676716,0.8769751,0.8671186,0.8846441,0.8835114,0.8837303,0.88605183,0.88605183,0.88830715,0.88423747,0.8804559,0.8816107,0.88191164,0.87551844,0.8821903,0.8844665,0.8825236,0.8824587,0.8824587,0.8777082,0.8707016,0.877075,0.8832451,0.8849014,0.88211244,0.8777834,0.87261873,0.8698456,0.8698456,0.87218463,0.8680512,0.872564,0.8696375,0.87817776,0.88089037,0.8759662,0.86187667,0.85571367,0.8611012,0.8611012,0.8651418,0.8660191,0.87106204,0.85313594,0.87380445,0.8773789,0.8674423,0.8565858,0.85917705,0.86158836,0.86158836,0.86345625,0.86140573,0.8639306,2021-07-27
448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-03
449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-10
450,0.87257874,0.86507434,0.86768174,0.87218523,0.8719672,0.87830526,0.8689979,0.85385036,0.8592126,0.87633365,0.8812192,0.86454505,0.878433,0.87387955,0.874201,0.8762045,0.86963904,0.85012156,0.83765835,0.84187657,0.87441117,0.89528817,0.8380065,0.8473771,0.8781363,0.8796855,0.88051146,0.8742161,0.8460812,0.82511663,0.8250398,0.8756684,0.8813109,0.81300366,0.84133345,0.8852402,0.8849271,0.8857953,0.8815127,0.8458469,0.8610197,0.8857246,0.89013624,0.89013624,0.84694046,0.87961733,0.88833356,0.8870797,0.8594325,0.87719554,0.8693125,0.8798818,0.8910046,0.8910046,0.8932043,0.8740456,0.8864364,0.886394,0.87611747,0.87249297,0.8846733,0.8831337,0.88745624,0.89235467,0.89235467,0.8916834,0.88868034,0.88070124,0.88099545,0.86711395,0.88288975,0.8855549,0.8813565,0.8863809,0.8863809,0.8917892,0.88967377,0.8853357,0.8841905,0.8813075,0.87042826,0.8842574,0.88091725,0.8838729,0.8859113,0.8859113,0.88220394,0.87330496,0.8779757,0.8858756,0.88842666,0.8809625,0.87273383,0.8738693,0.87017244,0.87017244,0.87368155,0.87392896,0.87846553,0.8746019,0.8817479,0.8839034,0.87896407,0.8628509,0.8606005,0.8640088,0.8640088,0.8657343,0.8645253,0.87354916,0.8579457,0.8760865,0.8799172,0.8700909,0.8608858,0.86015135,0.8611617,0.8611617,0.8659755,0.8634849,0.8611977,2021-08-17
451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24
452,0.87943894,0.8736104,0.87555724,0.8843757,0.88821656,0.88753366,0.8859385,0.8775142,0.87962687,0.8885404,0.8958441,0.88176394,0.8874054,0.882144,0.8860443,0.88900083,0.88554853,0.8738619,0.8628975,0.86313474,0.8881683,0.9037878,0.85683966,0.8721569,0.88931394,0.88873726,0.8922569,0.89034307,0.8742481,0.8527503,0.8594076,0.89076996,0.89659005,0.7919484,0.8738967,0.89464724,0.89508426,0.8960189,0.89421374,0.8729884,0.8834901,0.9016558,0.9061697,0.9061697,0.86557996,0.89219594,0.8961369,0.89564013,0.8862818,0.8942651,0.8900983,0.8976907,0.9034356,0.9034356,0.9046467,0.882065,0.8977158,0.89664537,0.8878387,0.8943738,0.9014577,0.89805615,0.899981,0.9038693,0.9038693,0.90433633,0.8968731,0.891573,0.8915849,0.8838749,0.8994553,0.899266,0.8985549,0.90224135,0.90224135,0.90709335,0.90090555,0.89477164,0.89368147,0.8938564,0.8896367,0.8984461,0.89857936,0.8968727,0.899516,0.899516,0.8918424,0.89309794,0.89092034,0.894806,0.8969805,0.89542603,0.88975817,0.88539,0.88729304,0.88729304,0.8872932,0.8837828,0.8936991,0.8813617,0.89169174,0.8954071,0.89285815,0.8825224,0.8755629,0.8773488,0.8773488,0.88110703,0.8809269,0.887403,0.87230915,0.88867694,0.8899475,0.8844905,0.8745021,0.87561786,0.87817335,0.87817335,0.8801602,0.88344055,0.8824367,2021-08-31
453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-07
454,0.76302326,0.760699,0.75999415,0.770633,0.77084845,0.73691535,0.7027766,0.7493537,0.76806366,0.8058093,0.7899072,0.7724652,0.78477675,0.77217495,0.7837305,0.7889448,0.7783531,0.77350545,0.7698296,0.7838559,0.8061072,0.8013835,0.751391,0.7742754,0.7902616,0.7932029,0.7971967,0.78447765,0.7721643,0.7762839,0.7935827,0.8173126,0.82726425,0.73085153,0.7762585,0.8034516,0.80450726,0.79886746,0.7823434,0.7715817,0.78686106,0.8288387,0.8263005,0.8263005,0.7439246,0.787919,0.79700124,0.79730886,0.77060914,0.76339126,0.76456565,0.7984476,0.82277566,0.82277566,0.81951845,0.7537141,0.7866555,0.7818757,0.76777,0.78047466,0.78425723,0.77639437,0.7916284,0.81120825,0.81120825,0.8031227,0.7658064,0.7725029,0.7721331,0.76083255,0.79248136,0.78863364,0.78823984,0.80286926,0.80286926,0.80898815,0.78386486,0.76959634,0.7748087,0.7740202,0.7745606,0.79174095,0.7817301,0.778111,0.7708247,0.7708247,0.7710762,0.74005896,0.763634,0.767952,0.76955056,0.7643695,0.7518151,0.75159633,0.75307906,0.75307906,0.7553087,0.7356091,0.7558957,0.7361643,0.7292456,0.73071206,0.72003675,0.7071371,0.727176,0.74106354,0.74106354,0.77169484,0.7511354,0.7706534,0.6577246,0.63426137,0.6556878,0.6666419,0.70758355,0.7406177,0.73502845,0.73502845,0.7776389,0.77589905,0.77644306,2021-09-14
455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-21
456,0.7069914,0.70355964,0.7204447,0.7268007,0.71419674,0.68012464,0.6583815,0.67275757,0.6800106,0.6701405,0.6935707,0.7097694,0.71668136,0.71802366,0.72329706,0.7275329,0.72235924,0.7203601,0.70089316,0.67580456,0.64845055,0.6355311,0.7027398,0.7143592,0.7260489,0.7260738,0.731097,0.7244429,0.72110796,0.7085625,0.67591363,0.61783594,0.6527927,0.69397724,0.7182866,0.73126817,0.7268814,0.7335182,0.72550166,0.7224501,0.7283875,0.73076093,0.6682732,0.6682732,0.70003766,0.72660404,0.7314774,0.73405427,0.73835015,0.7349138,0.73390615,0.7396959,0.73926884,0.73926884,0.685025,0.7190035,0.74060893,0.74473566,0.7350755,0.7336878,0.73484623,0.7362483,0.7398064,0.73559755,0.73559755,0.7049202,0.7417977,0.73334646,0.7339474,0.72416675,0.72780794,0.73203653,0.730004,0.7342743,0.7342743,0.72541845,0.7134083,0.72613543,0.7247729,0.71951455,0.71281356,0.7171368,0.72041076,0.720213,0.7050299,0.7050299,0.69771326,0.6966989,0.7153283,0.7161051,0.7131163,0.7038133,0.69860303,0.6922652,0.69266987,0.69266987,0.69403,0.6961006,0.70600235,0.70102096,0.7104625,0.70625013,0.68094707,0.67443734,0.6714504,0.68491775,0.68491775,0.6829045,0.6986708,0.7127859,0.69155806,0.7103209,0.7028779,0.67022485,0.6676027,0.66653645,0.6765715,0.6765715,0.68333715,0.69099957,0.70727044,2021-09-28
457,0.7069914,0.70355964,0.7204447,0.7268007,0.71419674,0.68012464,0.6583815,0.67275757,0.6800106,0.6701405,0.6935707,0.7097694,0.71668136,0.71802366,0.72329706,0.7275329,0.72235924,0.7203601,0.70089316,0.67580456,0.64845055,0.6355311,0.7027398,0.7143592,0.7260489,0.7260738,0.731097,0.7244429,0.72110796,0.7085625,0.67591363,0.61783594,0.6527927,0.69397724,0.7182866,0.73126817,0.7268814,0.7335182,0.72550166,0.7224501,0.7283875,0.73076093,0.6682732,0.6682732,0.70003766,0.72660404,0.7314774,0.73405427,0.73835015,0.7349138,0.73390615,0.7396959,0.73926884,0.73926884,0.685025,0.7190035,0.74060893,0.74473566,0.7350755,0.7336878,0.73484623,0.7362483,0.7398064,0.73559755,0.73559755,0.7049202,0.7417977,0.73334646,0.7339474,0.72416675,0.72780794,0.73203653,0.730004,0.7342743,0.7342743,0.72541845,0.7134083,0.72613543,0.7247729,0.71951455,0.71281356,0.7171368,0.72041076,0.720213,0.7050299,0.7050299,0.69771326,0.6966989,0.7153283,0.7161051,0.7131163,0.7038133,0.69860303,0.6922652,0.69266987,0.69266987,0.69403,0.6961006,0.70600235,0.70102096,0.7104625,0.70625013,0.68094707,0.67443734,0.6714504,0.68491775,0.68491775,0.6829045,0.6986708,0.7127859,0.69155806,0.7103209,0.7028779,0.67022485,0.6676027,0.66653645,0.6765715,0.6765715,0.68333715,0.69099957,0.70727044,2021-10-05
458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-12
459,-0.020335076,-0.02132008,-0.020879118,-0.020800525,-0.020459287,-0.021860808,-0.020954315,-0.02096524,-0.021274425,-0.020490305,-0.020939179,-0.019451573,-0.020763336,-0.0214116,-0.021151142,-0.02094392,-0.021460887,-0.02143901,-0.021231772,-0.021604545,-0.02083476,-0.020518165,-0.020035569,-0.020447826,-0.020749269,-0.02066661,-0.021047743,-0.021225771,-0.020920971,-0.021138072,-0.021284916,-0.020764938,-0.021043247,-0.0208037,-0.020646973,-0.022080338,-0.020425046,-0.020625249,-0.020858875,-0.022068523,-0.019717557,-0.020384807,-0.022609385,-0.022609385,-0.021029418,-0.019535957,-0.019889938,-0.020722566,-0.020562477,-0.019913143,-0.021060742,-0.02058874,-0.021104546,-0.021104546,-0.021073474,-0.0205687,-0.021109281,-0.02159997,-0.021291565,-0.021081856,-0.021205597,-0.02135957,-0.021163987,-0.022399314,-0.022399314,-0.022532273,-0.020305492,-0.020388406,-0.019849142,-0.02198531,-0.0216471,-0.022102995,-0.02112742,-0.021196185,-0.021196185,-0.021982726,-0.021090318,-0.02048625,-0.021602776,-0.022056824,-0.021495914,-0.021767026,-0.021693975,-0.022133598,-0.021894723,-0.021894723,-0.021129487,-0.021972321,-0.021100517,-0.020445699,-0.020499595,-0.021117045,-0.021758292,-0.021617308,-0.0218348,-0.0218348,-0.02170886,-0.021365535,-0.022308335,-0.02214606,-0.02144773,-0.020733483,-0.021346653,-0.022142012,-0.021506019,-0.020928461,-0.020928461,-0.022402717,-0.022215953,-0.021499159,-0.02263814,-0.021776233,-0.020783497,-0.021242738,-0.022000913,-0.021548023,-0.021713907,-0.021713907,-0.022253664,-0.022001235,-0.021940367,2021-10-19
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-26
461,0.22759764,0.22007878,0.21562172,0.18323776,0.17011425,0.15646204,0.16713572,0.17029907,0.18972608,0.1830294,0.19862263,0.22093743,0.22474355,0.21583366,0.17582059,0.15352543,0.14494647,0.16635309,0.18211016,0.2010223,0.20099902,0.20683293,0.21854793,0.21619302,0.1894752,0.16453077,0.15794365,0.15239795,0.16107568,0.19658865,0.22123389,0.21312363,0.2195649,0.21331258,0.20516153,0.1865235,0.17330062,0.18030278,0.17270224,0.16746123,0.21019986,0.22418466,0.24045992,0.24045992,0.22188179,0.21206148,0.19885196,0.18832356,0.17702548,0.16556084,0.1862445,0.20258564,0.22812587,0.22812587,0.25647238,0.20635548,0.20908275,0.20205939,0.19754976,0.18565209,0.1883062,0.19923502,0.21372572,0.20399195,0.20399195,0.22026546,0.18804786,0.21362484,0.21991594,0.20125706,0.1870116,0.18942803,0.19913234,0.20756789,0.20756789,0.18822068,0.20503855,0.18496938,0.21145505,0.21438627,0.19165829,0.16488928,0.15365452,0.16883068,0.18608572,0.18608572,0.19699538,0.20604338,0.17851262,0.19370028,0.21393952,0.20086908,0.16952226,0.15271172,0.16290893,0.16290893,0.17206047,0.18205734,0.21738029,0.1628628,0.1725276,0.19213295,0.19766757,0.18297853,0.1718018,0.1773385,0.1773385,0.17999597,0.17270932,0.21867582,0.15228872,0.16713955,0.17282195,0.17096427,0.17115583,0.18568774,0.19679376,0.19679376,0.20025857,0.20176472,0.28591853,2021-11-02
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-09
463,0.007800962,0.005742574,0.0019562782,0.0008322978,-0.0006104242,-0.0016977637,-0.0011951682,-0.0010447509,-0.0019391675,-0.0017811697,-0.0010811209,0.008690985,0.0018031227,0.0026562552,0.000646388,0.0017790715,-0.000109279565,0.00076566817,0.0001867747,-0.002529507,-0.001547564,-0.00060480135,0.00953314,0.0031518934,0.0015259765,0.0012933612,0.00024254582,0.0006565192,-0.0011848423,-0.00117792,-0.0025313927,0.00012581321,-0.00037644504,0.009450094,0.0077569033,0.0038458013,0.0019865157,0.0006672465,-0.00011268128,0.00020598296,0.00045137457,0.00386574,0.0038355566,0.0038355566,0.0073014735,0.0052190935,0.005137837,0.0037390594,0.0042015715,0.0029197882,0.00241455,0.0006359035,0.0024165926,0.0024165926,0.0037414655,0.0066069365,0.0064097582,0.0044082827,0.004139619,0.006209214,0.004891878,0.002894102,0.0030396758,0.004388281,0.004388281,0.004583728,0.010121415,0.0063079097,0.0048183873,0.005814595,0.0062978896,0.005952631,0.0060053817,0.007449075,0.007449075,0.008894523,0.010753359,0.010818891,0.008528691,0.0057239663,0.0075948555,0.00486711,0.0029537014,0.005221963,0.009100661,0.009100661,0.011741195,0.019857977,0.009153501,0.0072669974,0.008802367,0.0071593206,0.0076629785,0.0072535453,0.0059274626,0.0059274626,0.0071428963,0.0099632675,0.017218271,0.0073423875,0.008336766,0.008466901,0.008457221,0.008164168,0.007482466,0.0074302917,0.0074302917,0.009191661,0.012330326,0.019497352,0.0057561016,0.009232962,0.011563918,0.010852725,0.009203649,0.0070674988,0.008184559,0.008184559,0.0103935385,0.012336031,0.018108934,2021-11-16
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-23
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-30
