,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,date
38,-0.034197964,-0.03331347,-0.033542674,-0.033823896,-0.03388709,-0.03450277,-0.03300735,-0.032395713,-0.034504693,-0.03332048,-0.034058657,-0.03294027,-0.033112157,-0.03344771,-0.033457845,-0.03351924,-0.034499854,-0.03368214,-0.033384446,-0.033465248,-0.03390565,-0.034252495,-0.033071563,-0.033152353,-0.03360858,-0.033869285,-0.03326114,-0.033512782,-0.034115177,-0.033764977,-0.033137742,-0.033658523,-0.033289675,-0.03420986,-0.032629665,-0.0332165,-0.03426255,-0.033975795,-0.033340584,-0.034288064,-0.03486197,-0.03313052,-0.033708204,-0.033708204,-0.03336214,-0.033239756,-0.033627085,-0.03290041,-0.03418979,-0.033936698,-0.033847522,-0.033696927,-0.03407965,-0.03407965,-0.033878542,-0.03344724,-0.033694632,-0.033899006,-0.033258304,-0.03352205,-0.034238745,-0.034263898,-0.033393223,-0.033566937,-0.033566937,-0.033847947,-0.033933386,-0.03345585,-0.03410247,-0.033532858,-0.033069864,-0.033661783,-0.03310846,-0.033005808,-0.033005808,-0.03420073,-0.033927977,-0.03448538,-0.03386037,-0.03318029,-0.03280415,-0.03315503,-0.03334661,-0.0326098,-0.033989135,-0.033989135,-0.0339073,-0.03361287,-0.033353295,-0.03301134,-0.033267863,-0.033324655,-0.03322836,-0.03326541,-0.03274557,-0.03274557,-0.03275196,-0.033036333,-0.033497933,-0.03331663,-0.03335472,-0.033086732,-0.03331668,-0.03218522,-0.033007484,-0.0332639,-0.0332639,-0.032618653,-0.033083323,-0.033898007,-0.033858996,-0.03354826,-0.033469994,-0.034213442,-0.033744905,-0.032708727,-0.032748576,-0.032748576,-0.033009704,-0.0328574,-0.033421054,2013-09-24
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-10-01
40,0.075077154,0.07816059,0.07984007,0.078725174,0.07635248,0.074404724,0.07513449,0.07360355,0.076427355,0.07735113,0.07160811,0.09328019,0.09411823,0.089185834,0.083044104,0.07502453,0.07408359,0.07574019,0.07620003,0.07532588,0.07726622,0.0732821,0.10354104,0.10317702,0.091715895,0.09208202,0.08834667,0.082394786,0.07955909,0.080667466,0.080768496,0.07517057,0.07922319,0.106978156,0.106158905,0.10673958,0.10191792,0.09614818,0.09517736,0.09233401,0.09818558,0.09004792,0.07690829,0.07690829,0.11614434,0.11254319,0.10909364,0.10290361,0.09790679,0.10175597,0.10263064,0.104234256,0.09573588,0.09573588,0.079507634,0.118562706,0.1154278,0.113668084,0.11174111,0.09549077,0.09161246,0.09820131,0.095148906,0.094931394,0.094931394,0.08550886,0.12408678,0.12813911,0.123601496,0.11465635,0.10882806,0.10503426,0.095658734,0.087024726,0.087024726,0.08517288,0.07722028,0.12078581,0.1260348,0.11863962,0.11420076,0.11292563,0.11289964,0.09602714,0.084086515,0.084086515,0.07874263,0.07303077,0.109286726,0.11652706,0.112386115,0.10484344,0.09878521,0.09278583,0.08841355,0.08841355,0.08454323,0.08022838,0.07662372,0.11574293,0.11633106,0.10283324,0.0892988,0.087305516,0.08690518,0.08351967,0.08351967,0.07924355,0.07729632,0.082735844,0.09517066,0.09220419,0.09007304,0.08046258,0.06538918,0.0718123,0.07975695,0.07975695,0.074223995,0.07593887,0.081631325,2013-10-08
41,0.075077154,0.07816059,0.07984007,0.078725174,0.07635248,0.074404724,0.07513449,0.07360355,0.076427355,0.07735113,0.07160811,0.09328019,0.09411823,0.089185834,0.083044104,0.07502453,0.07408359,0.07574019,0.07620003,0.07532588,0.07726622,0.0732821,0.10354104,0.10317702,0.091715895,0.09208202,0.08834667,0.082394786,0.07955909,0.080667466,0.080768496,0.07517057,0.07922319,0.106978156,0.106158905,0.10673958,0.10191792,0.09614818,0.09517736,0.09233401,0.09818558,0.09004792,0.07690829,0.07690829,0.11614434,0.11254319,0.10909364,0.10290361,0.09790679,0.10175597,0.10263064,0.104234256,0.09573588,0.09573588,0.079507634,0.118562706,0.1154278,0.113668084,0.11174111,0.09549077,0.09161246,0.09820131,0.095148906,0.094931394,0.094931394,0.08550886,0.12408678,0.12813911,0.123601496,0.11465635,0.10882806,0.10503426,0.095658734,0.087024726,0.087024726,0.08517288,0.07722028,0.12078581,0.1260348,0.11863962,0.11420076,0.11292563,0.11289964,0.09602714,0.084086515,0.084086515,0.07874263,0.07303077,0.109286726,0.11652706,0.112386115,0.10484344,0.09878521,0.09278583,0.08841355,0.08841355,0.08454323,0.08022838,0.07662372,0.11574293,0.11633106,0.10283324,0.0892988,0.087305516,0.08690518,0.08351967,0.08351967,0.07924355,0.07729632,0.082735844,0.09517066,0.09220419,0.09007304,0.08046258,0.06538918,0.0718123,0.07975695,0.07975695,0.074223995,0.07593887,0.081631325,2013-10-15
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-10-22
43,0.06181321,0.07561231,0.09696118,0.11502299,0.1201183,0.12488506,0.117990464,0.118048005,0.10063043,0.10313895,0.111075714,0.07392225,0.10330407,0.12794098,0.14751437,0.15117913,0.15044434,0.14602305,0.1299306,0.103433795,0.1225099,0.12376289,0.0911522,0.119612955,0.1408604,0.17200688,0.19368753,0.28412485,0.2863312,0.189672,0.14354041,0.15722305,0.18101785,0.11698762,0.14075373,0.15704228,0.20840308,0.3316244,0.57032347,0.47488275,0.3879491,0.20700347,0.14070098,0.14070098,0.14142288,0.15991402,0.15671839,0.2359658,0.4517637,0.31351614,0.21870942,0.2388256,0.18682082,0.18682082,0.12305819,0.18825369,0.56504446,0.6490989,0.44880775,0.2721446,0.16570812,0.12144343,0.17956096,0.18732394,0.18732394,0.13259526,0.5261128,0.7712582,0.6405833,0.26766136,0.14859147,0.09489425,0.11287159,0.17159174,0.17159174,0.17943873,0.17742108,0.58929217,0.6824438,0.30970147,0.16527,0.12219377,0.10980034,0.13484533,0.1639439,0.1639439,0.19022368,0.2285176,0.58319336,0.37832025,0.19525185,0.12827526,0.12002627,0.11797686,0.14495434,0.14495434,0.16605027,0.19233109,0.22866331,0.29886094,0.18484871,0.13082552,0.12283233,0.13297649,0.15266554,0.17650105,0.17650105,0.2005169,0.2120343,0.24426723,0.13155061,0.08860818,0.078051195,0.110158354,0.14535286,0.18952891,0.23610426,0.23610426,0.2486572,0.2198667,0.18852189,2013-10-29
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-05
45,-0.037350923,-0.033802845,-0.0341353,-0.03917887,-0.044642936,-0.041066628,-0.037826594,-0.03481487,-0.031892117,-0.031556364,-0.03016568,-0.038995977,-0.038472164,-0.03590082,-0.041891575,-0.046021953,-0.044073693,-0.0420778,-0.036884714,-0.030638825,-0.028456775,-0.026746534,-0.039760977,-0.038102757,-0.037158035,-0.04181401,-0.04835307,-0.045411624,-0.041619293,-0.03921089,-0.03152342,-0.028025929,-0.028337115,-0.036245577,-0.037510395,-0.03920634,-0.041819185,-0.04520865,-0.043960333,-0.039629083,-0.037231952,-0.030619891,-0.028067471,-0.028067471,-0.046623774,-0.04482962,-0.04210974,-0.041198988,-0.041400053,-0.04171043,-0.039811704,-0.03784402,-0.03903337,-0.03903337,-0.030909624,-0.062269643,-0.050946042,-0.04973303,-0.055879977,-0.054502673,-0.053740613,-0.05107936,-0.048343346,-0.040724996,-0.040724996,-0.036629803,-0.03232117,-0.040305026,-0.047537822,-0.050010495,-0.049966816,-0.049896564,-0.041039556,-0.035045277,-0.035045277,-0.03355645,-0.028424732,-0.025635833,-0.026165837,-0.030219175,-0.036392037,-0.043186568,-0.039045747,-0.039582256,-0.038115434,-0.038115434,-0.03223575,-0.026435262,-0.018466592,-0.022432243,-0.02237272,-0.027194444,-0.03155419,-0.02900962,-0.03188015,-0.03188015,-0.03087235,-0.026879026,-0.026247298,-0.02022646,-0.0212618,-0.023384344,-0.031468336,-0.027123379,-0.024279088,-0.025956167,-0.025956167,-0.021347048,-0.021557437,-0.021328242,-0.02538049,-0.028683953,-0.03818629,-0.024234364,-0.020243905,-0.019777266,-0.015544037,-0.015544037,-0.016210843,-0.020368172,-0.023657197,2013-11-12
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-19
47,-0.018622754,-0.018755674,-0.018677674,-0.018126762,-0.018694267,-0.01894309,-0.01848908,-0.018793812,-0.019843813,-0.017895171,-0.017421667,-0.01913223,-0.018063726,-0.020095047,-0.017478855,-0.018304214,-0.018576942,-0.018726975,-0.01953107,-0.018308641,-0.01783192,-0.019223077,-0.019367259,-0.017204428,-0.017054817,-0.018814296,-0.0181408,-0.018135123,-0.017246164,-0.018724201,-0.018148886,-0.019118167,-0.02017439,-0.018539306,-0.017807797,-0.018481338,-0.018918056,-0.016922485,-0.017673528,-0.017987873,-0.017561069,-0.01815656,-0.019473528,-0.019473528,-0.018452998,-0.01851543,-0.017658206,-0.019307073,-0.018642228,-0.018814202,-0.018406142,-0.017422445,-0.018434593,-0.018434593,-0.018128121,-0.018411506,-0.01915896,-0.018020336,-0.018347448,-0.017109413,-0.0184635,-0.018844184,-0.017129976,-0.018688163,-0.018688163,-0.018593434,-0.019702608,-0.018840296,-0.018431822,-0.01982628,-0.018579142,-0.018674748,-0.018596549,-0.018915458,-0.018915458,-0.01899539,-0.01856983,-0.020363664,-0.019224782,-0.019524697,-0.018061798,-0.018962404,-0.01831645,-0.018967776,-0.019134495,-0.019134495,-0.017086366,-0.016548797,-0.018862346,-0.018520752,-0.01927144,-0.019218676,-0.019527826,-0.018042007,-0.019828845,-0.019828845,-0.01969526,-0.01922814,-0.01745855,-0.020113949,-0.019580191,-0.019335387,-0.019323098,-0.018546706,-0.018999219,-0.01842858,-0.01842858,-0.018707534,-0.019991834,-0.01867678,-0.018958736,-0.019521698,-0.01798654,-0.018163944,-0.019304305,-0.0197484,-0.0189518,-0.0189518,-0.019198013,-0.01936765,-0.019783752,2013-11-26
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-12-03
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-12-10
50,0.5425098,0.562602,0.5677546,0.55268115,0.569675,0.56553054,0.5704247,0.5861004,0.55178785,0.5888929,0.5868274,0.57513744,0.57070583,0.55844367,0.5593547,0.55420583,0.58481634,0.5744211,0.56944126,0.55205774,0.56804115,0.5913545,0.56545496,0.55776525,0.5702729,0.556215,0.5589703,0.57300097,0.558095,0.5479629,0.5437424,0.5472633,0.5618622,0.5979526,0.57255137,0.5653936,0.56383693,0.5648874,0.56864387,0.55401695,0.55262727,0.5722182,0.58594996,0.58594996,0.58302414,0.5553806,0.55817217,0.56023484,0.55169237,0.5551009,0.5542753,0.57845837,0.57615954,0.57615954,0.5450264,0.5546978,0.553407,0.5395181,0.5410757,0.54881984,0.5635448,0.56314766,0.5605533,0.4748128,0.4748128,0.2671627,0.5634516,0.54147553,0.5304169,0.5518745,0.55497646,0.56320906,0.5210789,0.35016465,0.35016465,0.29942694,0.307242,0.55074215,0.543631,0.52475804,0.54793966,0.5578777,0.49357978,0.36157236,0.39443702,0.39443702,0.4702146,0.42321035,0.5568375,0.55050474,0.5319813,0.42640537,0.2712406,0.34537476,0.45931986,0.45931986,0.47448358,0.55813634,0.46361256,0.57180184,0.5664289,0.3532736,0.5193985,0.5125121,0.45838624,0.56001866,0.56001866,0.5081344,0.4970428,0.506167,0.5423298,0.5234735,0.2884181,0.49770835,0.5233798,0.49912146,0.55041784,0.55041784,0.5384782,0.5260283,0.5241784,2013-12-17
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-12-24
52,-0.024944749,-0.025553467,-0.028277088,-0.03466204,-0.039563213,-0.038468376,-0.036545184,-0.031608023,-0.020816788,-0.005756376,0.008374972,-0.033850167,-0.029359711,-0.02714448,-0.03182146,-0.03682645,-0.03832633,-0.041617993,-0.03958354,-0.031989515,-0.025400091,-0.015343283,-0.031109558,-0.034935728,-0.034010135,-0.035163496,-0.03478219,-0.031998612,-0.03261022,-0.0379769,-0.028571013,-0.024750937,-0.016180485,-0.019426815,-0.02909541,-0.031872146,-0.035826627,-0.037152715,-0.0367105,-0.031394765,-0.034483694,-0.02395402,-0.02190151,-0.02190151,-0.017268006,-0.012483987,-0.028362848,-0.03495689,-0.03978247,-0.039089944,-0.035779465,-0.0377695,-0.034046095,-0.034046095,-0.033227198,-0.0053272475,-0.008179649,-0.031572767,-0.03981442,-0.038717117,-0.040272374,-0.03985772,-0.037310027,-0.040819846,-0.040819846,-0.041491423,-0.016876569,-0.024329118,-0.031214526,-0.036498576,-0.035795458,-0.037042122,-0.037523497,-0.03500193,-0.03500193,-0.039673194,-0.040225953,-0.021824637,-0.035817645,-0.034173656,-0.03270398,-0.02930519,-0.025840983,-0.023143413,-0.02462269,-0.02462269,-0.041085172,-0.03947592,-0.030829024,-0.039251965,-0.04161118,-0.037818782,-0.03760685,-0.039169993,-0.039453954,-0.039453954,-0.035636928,-0.03811066,-0.044313964,-0.037027247,-0.04316294,-0.04278769,-0.038834438,-0.04113498,-0.039491333,-0.042273395,-0.042273395,-0.047454547,-0.0401482,-0.0487787,-0.041157644,-0.043294813,-0.040488794,-0.034829956,-0.027834143,-0.03465347,-0.033257104,-0.033257104,-0.034020957,-0.039920717,-0.041047618,2013-12-31
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-07
54,0.2012213,0.17642355,0.16242881,0.14461726,0.12898295,0.11798254,0.12073479,0.112042874,0.11615902,0.11900079,0.13443378,0.1932172,0.16557054,0.14824545,0.127465,0.11486742,0.11537181,0.1092109,0.116993755,0.1275904,0.12023911,0.1329342,0.1932089,0.16367945,0.15047538,0.13561256,0.122915484,0.11863482,0.12191027,0.13111654,0.14637531,0.13696747,0.16468152,0.19238247,0.18335961,0.16680169,0.14780124,0.12564725,0.12468687,0.12525237,0.1404348,0.16968796,0.1839614,0.1839614,0.18990386,0.18283907,0.17851596,0.17195153,0.17301102,0.18553302,0.16258234,0.15623936,0.18562226,0.18562226,0.19945969,0.19892192,0.19509166,0.2083651,0.16975485,0.16625728,0.18267336,0.1633783,0.14573224,0.16677491,0.16677491,0.1702852,0.19021341,0.19539763,0.18528107,0.19230331,0.17839259,0.17611691,0.14830437,0.14780279,0.14780279,0.14330153,0.13489948,0.20195225,0.19350627,0.17788255,0.17589135,0.18245536,0.16517316,0.13627537,0.12817389,0.12817389,0.1259497,0.12518075,0.21568273,0.21647027,0.18787757,0.17803147,0.16486847,0.15581769,0.14933646,0.14933646,0.13375857,0.12943715,0.12172929,0.255791,0.23619276,0.19780137,0.18369295,0.17900485,0.17649016,0.16825162,0.16825162,0.14605781,0.14071618,0.13876295,0.2763066,0.24523278,0.2225813,0.21650614,0.20985532,0.19158393,0.18876727,0.18876727,0.17847313,0.15995981,0.1535757,2014-01-14
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-21
56,0.019084174,0.028749483,0.03404403,0.037493534,0.041572727,0.07642791,0.07121999,0.08050893,0.09974363,0.12183168,0.111229844,0.009990349,0.017449616,0.018130863,0.017068453,0.028951904,0.046810642,0.054840587,0.06705582,0.08395325,0.1077562,0.1286824,0.0005781771,0.011435563,0.014029456,0.02071024,0.024657443,0.04183023,0.055382766,0.06759911,0.086230196,0.10686272,0.09484377,-0.0023651395,0.0016469893,0.0075630816,0.010897616,0.023267912,0.03593492,0.050688654,0.06311291,0.07340455,0.08116848,0.08116848,-0.010385395,-0.0045100003,0.0015113215,0.009249672,0.027492488,0.038688578,0.045908313,0.05664011,0.06612263,0.06612263,0.078000456,-0.0056606163,-0.005268651,0.0039763073,0.013795915,0.027456447,0.033117626,0.03549537,0.047263306,0.05835668,0.05835668,0.071655065,0.0015981337,-0.00024117246,0.0063612494,0.011089788,0.02357559,0.0280019,0.03599527,0.042710464,0.042710464,0.05052521,0.0627813,0.00039125202,0.0009283012,0.01333641,0.014107845,0.019987963,0.0178591,0.027456623,0.033893857,0.033893857,0.03867845,0.049420066,-0.008990957,-0.002237706,0.00789063,0.0108190635,0.012765981,0.012124953,0.016031256,0.016031256,0.027919283,0.026905239,0.0334449,-0.003312775,0.0043027485,0.00536655,0.0066264058,0.008529641,0.009049623,0.008085002,0.008085002,0.01640175,0.022623029,0.020569256,0.0043418934,0.0058381106,0.0052830605,0.0031767844,0.003678064,0.0001467757,0.003619316,0.003619316,0.0061372463,0.008928414,0.0080541605,2014-01-28
57,0.019084174,0.028749483,0.03404403,0.037493534,0.041572727,0.07642791,0.07121999,0.08050893,0.09974363,0.12183168,0.111229844,0.009990349,0.017449616,0.018130863,0.017068453,0.028951904,0.046810642,0.054840587,0.06705582,0.08395325,0.1077562,0.1286824,0.0005781771,0.011435563,0.014029456,0.02071024,0.024657443,0.04183023,0.055382766,0.06759911,0.086230196,0.10686272,0.09484377,-0.0023651395,0.0016469893,0.0075630816,0.010897616,0.023267912,0.03593492,0.050688654,0.06311291,0.07340455,0.08116848,0.08116848,-0.010385395,-0.0045100003,0.0015113215,0.009249672,0.027492488,0.038688578,0.045908313,0.05664011,0.06612263,0.06612263,0.078000456,-0.0056606163,-0.005268651,0.0039763073,0.013795915,0.027456447,0.033117626,0.03549537,0.047263306,0.05835668,0.05835668,0.071655065,0.0015981337,-0.00024117246,0.0063612494,0.011089788,0.02357559,0.0280019,0.03599527,0.042710464,0.042710464,0.05052521,0.0627813,0.00039125202,0.0009283012,0.01333641,0.014107845,0.019987963,0.0178591,0.027456623,0.033893857,0.033893857,0.03867845,0.049420066,-0.008990957,-0.002237706,0.00789063,0.0108190635,0.012765981,0.012124953,0.016031256,0.016031256,0.027919283,0.026905239,0.0334449,-0.003312775,0.0043027485,0.00536655,0.0066264058,0.008529641,0.009049623,0.008085002,0.008085002,0.01640175,0.022623029,0.020569256,0.0043418934,0.0058381106,0.0052830605,0.0031767844,0.003678064,0.0001467757,0.003619316,0.003619316,0.0061372463,0.008928414,0.0080541605,2014-02-04
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-11
59,-0.024933789,-0.024694568,-0.024079587,-0.024108922,-0.023718068,-0.023074806,-0.022813596,-0.02302714,-0.02311276,-0.022914387,-0.022534385,-0.023955375,-0.022865929,-0.02307913,-0.023555743,-0.024985716,-0.023606308,-0.022575354,-0.022640973,-0.023167217,-0.023007622,-0.022910997,-0.023685114,-0.024393814,-0.023666883,-0.023590222,-0.022565119,-0.022966465,-0.022800386,-0.023052057,-0.023773452,-0.023677634,-0.023282992,-0.023644961,-0.023575714,-0.023482013,-0.023180885,-0.023169579,-0.023877053,-0.023830311,-0.02300797,-0.02207333,-0.022858955,-0.022858955,-0.024290457,-0.024458364,-0.023385674,-0.022466084,-0.023508482,-0.023177305,-0.023186654,-0.022174034,-0.022737188,-0.022737188,-0.022052458,-0.024370408,-0.023168094,-0.023422513,-0.02455149,-0.023640446,-0.022923945,-0.022540731,-0.022245282,-0.022750169,-0.022750169,-0.022950618,-0.023144655,-0.024186824,-0.02419043,-0.024469625,-0.023115836,-0.02324973,-0.02259076,-0.023029229,-0.023029229,-0.022668654,-0.02322905,-0.021442063,-0.023158574,-0.022821255,-0.023007104,-0.022761138,-0.02269935,-0.022454016,-0.02273686,-0.02273686,-0.02192557,-0.02306188,-0.02039514,-0.019848,-0.020409267,-0.02217017,-0.021362,-0.023200147,-0.022578284,-0.022578284,-0.022260414,-0.021864446,-0.02097684,-0.020952526,-0.019875012,-0.02057423,-0.022897892,-0.022606686,-0.022417048,-0.022952596,-0.022952596,-0.022747824,-0.022516472,-0.021261392,-0.020047573,-0.019846834,-0.020547522,-0.023299431,-0.023176124,-0.0222961,-0.022608839,-0.022608839,-0.022599215,-0.023001986,-0.022590654,2014-02-18
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-25
61,-0.029395802,-0.029808734,-0.0296276,-0.029855646,-0.02969761,-0.029810729,-0.029631302,-0.029622564,-0.029640833,-0.029530242,-0.029221855,-0.029489812,-0.02954514,-0.029067438,-0.028893763,-0.029440884,-0.029804667,-0.029752895,-0.029696567,-0.02914126,-0.029031489,-0.029994212,-0.02960768,-0.028830912,-0.028950965,-0.029021353,-0.030088933,-0.029338079,-0.02944831,-0.02895956,-0.029220497,-0.029685335,-0.029069616,-0.02951611,-0.029156499,-0.029408308,-0.029296987,-0.030177377,-0.029325837,-0.029318161,-0.029618895,-0.029255567,-0.029014612,-0.029014612,-0.029429402,-0.029463554,-0.028952349,-0.02926772,-0.028708424,-0.028998042,-0.029162811,-0.030043054,-0.02957235,-0.02957235,-0.029449025,-0.029101327,-0.029916458,-0.029090697,-0.030057358,-0.02896762,-0.029944355,-0.028990084,-0.030040927,-0.029744359,-0.029744359,-0.030132493,-0.02991682,-0.030376043,-0.029773196,-0.029885612,-0.029711798,-0.030139674,-0.028915778,-0.030059457,-0.030059457,-0.030601814,-0.029302958,-0.029177558,-0.029527789,-0.029700248,-0.030030712,-0.02972071,-0.029713178,-0.03015448,-0.029759698,-0.029759698,-0.030376993,-0.029863846,-0.030202981,-0.029522903,-0.03032063,-0.029510707,-0.02968503,-0.030317195,-0.030943729,-0.030943729,-0.029293252,-0.029313548,-0.030501897,-0.029309744,-0.029647974,-0.030262722,-0.029066984,-0.029613687,-0.029475935,-0.03039287,-0.03039287,-0.029963508,-0.030336756,-0.030735327,-0.030188344,-0.030121662,-0.029999923,-0.030504908,-0.03060134,-0.029774724,-0.029812573,-0.029812573,-0.02990939,-0.029476041,-0.029719787,2014-03-04
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-11
63,-0.005966417,-0.0066250754,-0.0050278916,-0.0066950223,-0.0062566004,-0.0044535827,-0.00018443745,-0.0017118488,-0.0006253918,-6.862646e-05,0.00034650348,-0.0073405784,-0.011397231,-0.010429267,-0.0090398695,-0.006616587,-0.002102485,0.00015560549,0.0024159832,0.0025061287,0.0033815845,0.0035367915,-0.006187351,-0.0087240655,-0.008288588,-0.0049766107,-0.005004708,0.00050142535,0.0036951392,0.008179484,0.0062457374,0.005431806,0.010723771,0.0027439953,0.00031115406,-0.003447852,-0.0010967863,0.00052071275,0.004675826,0.0044150976,0.004611889,0.00091518037,0.002324304,0.002324304,0.009039114,0.012325248,0.00648992,0.00273133,0.008366692,0.012475074,0.004764059,0.0022717095,-0.005793204,-0.005793204,-0.010739986,0.009858897,0.0078256605,0.008914141,-0.004997002,-0.0010048113,0.0027727871,-0.0045200703,-0.015291228,-0.009886198,-0.009886198,-0.009591627,0.0014862211,-0.0020901135,-0.005247473,-0.0027082798,-0.009683581,-0.004664347,-0.013726076,-0.018373432,-0.018373432,-0.019602843,-0.017151387,0.0034343502,-0.0020687722,-0.0030627656,-0.005978469,-0.006819687,-0.0057868883,-0.008717989,-0.012328087,-0.012328087,-0.01408437,-0.0154984845,0.0023986022,0.0012011027,-0.009021644,-0.008200105,-0.014683919,-0.019446626,-0.018049292,-0.018049292,-0.013938438,-0.016090615,-0.02058651,-0.0007973491,-0.0036014558,-0.008711605,-0.0122174015,-0.015286731,-0.019405467,-0.017510764,-0.017510764,-0.015609381,-0.015453192,-0.01873091,-0.0039134063,-0.0061995415,-0.009047294,-0.0080635,-0.01922368,-0.01914841,-0.020913556,-0.020913556,-0.018721953,-0.016294066,-0.013910519,2014-03-18
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-25
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-01
66,0.08909178,0.17441276,0.11965996,0.12405701,0.16193463,0.21854822,0.19104157,0.15874957,0.10994371,0.08094145,0.04265444,0.13277869,0.23429684,0.20718588,0.20718424,0.23745164,0.22279526,0.15563923,0.14367893,0.12765184,0.13202752,0.095494255,0.1410485,0.223999,0.38321796,0.26569745,0.2211674,0.24843109,0.18385407,0.10636411,0.096302375,0.104553774,0.08058595,0.14397255,0.26871985,0.51970994,0.33992943,0.25077137,0.23168275,0.1660212,0.09716394,0.098707,0.097698316,0.097698316,0.16988988,0.24778299,0.27663013,0.24914764,0.13865173,0.09970386,0.08223657,0.09501157,0.13786036,0.13786036,0.16843939,0.14160518,0.18665804,0.27572563,0.20163791,0.11618493,0.09844813,0.08658012,0.11220341,0.17218444,0.17218444,0.17675947,0.08445639,0.11891028,0.18466075,0.20638523,0.17524995,0.13834353,0.13257372,0.15109378,0.15109378,0.18901439,0.22878525,0.080896914,0.12138955,0.1952839,0.23437302,0.26635417,0.30595964,0.22902308,0.20059371,0.20059371,0.2203493,0.3222255,0.10646954,0.13373837,0.18858807,0.27287883,0.58891916,1.0,0.57922417,0.57922417,0.23727036,0.23074467,0.29144794,0.14754032,0.17293504,0.2374796,0.35833302,0.7153194,1.0,0.6984171,0.6984171,0.22791071,0.19117567,0.21857733,0.15630974,0.2303024,0.41312727,0.67564315,0.80755305,0.7760237,0.55747133,0.55747133,0.2566119,0.14430737,0.14959787,2014-04-08
